official_pinyin,official_Chinese,official_translation,Institution 1,Institution 2,Institution 3
da li si zuo shao qing,大理寺左少卿,Left Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門,左寺
da li si zuo si cheng,大理寺左寺丞,Left Assistant Minister of the Court of Judicial Review,司法監察機構類,大理寺門,左寺
da li si zuo si fu,大理寺左寺副,Left Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門,左寺
da li si zuo si zheng,大理寺左寺正,Left Assistant Minister of the Court of Judicial Review,司法監察機構類,大理寺門,左寺
da li zuo ping shi,大理左評事,Left Case Reviewer of the Court of Judicial Review,司法監察機構類,大理寺門,左寺
zuo si fu,左寺副,,司法監察機構類,大理寺門,左寺
zuo si zheng,左寺正,,司法監察機構類,大理寺門,左寺
da li si you ping shi,大理寺右評事,Right Case Reviewer of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
da li si you shao qing,大理寺右少卿,Right Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
da li si you si cheng,大理寺右寺丞,Right Assistant Minister of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
da li si you si fu,大理寺右寺副,Right Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
da li si you si zheng,大理寺右寺正,Right Assistant Minister of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
you ping shi,右評事,Right Case Reviewer,司法監察機構類,大理寺門,右寺
you si fu,右寺副,,司法監察機構類,大理寺門,右寺
you si zheng,右寺正,,司法監察機構類,大理寺門,右寺
da li you ping shi,大理右評事,Right Case Reviewer of the Court of Judicial Review,司法監察機構類,大理寺門,右寺
xing zai da li si qing,行在大理寺卿,Auxiliary Chief Minister of the Court of Judicial Review,司法監察機構類,大理寺門 ,
xing zai da li si you shao qing,行在大理寺右少卿,Auxiliary Right Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門 ,
da li si cheng,大理寺丞,Assistant Director in the Court of Judicial Review,司法監察機構類,大理寺門 ,
da li si guan zheng,大理寺觀政,,司法監察機構類,大理寺門 ,
da li si ping shi,大理寺評事,Case Reviewer of the Court of Judicial Review,司法監察機構類,大理寺門 ,
da li si qing,大理寺卿,Chief Minister of the Court of Judicial Review,司法監察機構類,大理寺門 ,
da li si shao qing,大理寺少卿,Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門 ,
da li si si fu,大理寺寺副,Vice Minister of the Court of Judicial Review,司法監察機構類,大理寺門 ,
si fu,寺副,,司法監察機構類,大理寺門 ,
si zheng,寺正,,司法監察機構類,大理寺門 ,
zuo shao qing,左少卿,Left Vice Minister,司法監察機構類,大理寺門 ,
mo kan shou ling guan,磨勘首領官,,司法監察機構類,磨勘司門,
mo kan si cheng,磨勘司丞,Assistant Director of the Office of Judicial Review,司法監察機構類,磨勘司門,
mo kan si ling,磨勘司令,Director of the Office of Judicial Review,司法監察機構類,磨勘司門,
mo kan you si cheng,磨勘右司丞,,司法監察機構類,磨勘司門,
mo kan you si fu,磨勘右司副,,司法監察機構類,磨勘司門,
mo kan zuo si cheng,磨勘左司丞,,司法監察機構類,磨勘司門,
mo kan zuo si fu,磨勘左司副,,司法監察機構類,磨勘司門,
nan jing li bu qing li si lang zhong,南京吏部清吏司郎中,,南京官署類,南京六部門,南京吏部
nan jing li bu qing li si yuan wai lang,南京吏部清吏司员外郎,,南京官署類,南京六部門,南京吏部
nan jing li bu qing li si zhu shi,南京吏部清吏司主事,,南京官署類,南京六部門,南京吏部
nan jing li bu shang shu,南京吏部尚書,,南京官署類,南京六部門,南京吏部
nan jing li bu si wu,南京吏部司務,,南京官署類,南京六部門,南京吏部
nan jing li bu you shi lang,南京吏部右侍郎,,南京官署類,南京六部門,南京吏部
nan jing li bu ji xun si lang zhong,南京吏部稽勲司郎中,Director of the Bureau of Records of the Southern Ministry of Personnel,南京官署類,南京六部門,南京吏部
nan hu bu yuan wai lang,南京戶部員外郎,Vice Director of a Bureau in the Southern Ministry of Revenue,南京官署類,南京六部門,南京戶部
nan jing bao chao si ti ju,南京寶鈔司提舉,Supervisor of Paper Office of the Southern Ministry of Revenue,南京官署類,南京六部門,南京戶部
nan jing hu bu bao chao guang hui ku da shi,南京戶部寶鈔廣惠庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu bao chao ti ju si ti ju,南京戶部寶鈔提舉司提舉,,南京官署類,南京六部門,南京戶部
nan jing hu bu bei an men cang fu shi,南京戶部北安門倉副使,,南京官署類,南京六部門,南京戶部
nan jing hu bu bing ku da shi,南京戶部丙庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu chang an men cang fu shi,南京戶部長安門倉副使,,南京官署類,南京六部門,南京戶部
nan jing hu bu cheng yun ku da shi,南京戶部承運庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu ding ku da shi,南京戶部丁庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu dong an men cang fu shi,南京戶部東安門倉副使,,南京官署類,南京六部門,南京戶部
nan jing hu bu guang ji ku da shi,南京戶部廣積庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu jia ku da shi,南京戶部甲庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu jun chu cang fu shi ,南京戶部軍儲倉副使,,南京官署類,南京六部門,南京戶部
nan jing hu bu long jiang yan cang jian jiao pi yan suo da shi,南京戶部龍江鹽倉檢校批驗所大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu qing li si lang zhong,南京戶部清吏司郎中,,南京官署類,南京六部門,南京戶部
nan jing hu bu qing li si yuan wai lang,南京戶部清吏司員外郎,,南京官署類,南京六部門,南京戶部
nan jing hu bu qing li si zhu shi,南京戶部清吏司主事,,南京官署類,南京六部門,南京戶部
nan jing hu bu shang shu,南京戶部尚書,Minister of the Southern Ministry of Revenue,南京官署類,南京六部門,南京戶部
nan jing hu bu si wu,南京戶部司務,,南京官署類,南京六部門,南京戶部
nan jing hu bu wu ku da shi,南京戶部戊庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu xi an men cang fu shi,南京戶部西安門倉副使,,南京官署類,南京六部門,南京戶部
nan jing hu bu yi ku da shi,南京戶部乙庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu you shi lang,南京戶部右侍郎,,南京官署類,南京六部門,南京戶部
nan jing hu bu zang fa ku da shi,南京戶部贓罰庫大使,,南京官署類,南京六部門,南京戶部
nan jing hu bu zhao mo suo zhao mo,南京戶部照磨所照磨,,南京官署類,南京六部門,南京戶部
nan jing li bu jiao fang si you shao wu,南京禮部教坊司右韶舞,,南京官署類,南京六部門,南京禮部
nan jing li bu jiao fang si you si yue,南京禮部教坊司右司樂,,南京官署類,南京六部門,南京禮部
nan jing li bu jiao fang si zuo si yue,南京禮部教坊司左司樂,,南京官署類,南京六部門,南京禮部
nan jing li bu qing li si lang zhong,南京禮部清吏司郎中,,南京官署類,南京六部門,南京禮部
nan jing li bu qing li si yuan wai lang,南京禮部清吏司员外郎,,南京官署類,南京六部門,南京禮部
nan jing li bu qing li si zhu shi,南京禮部清吏司主事,,南京官署類,南京六部門,南京禮部
nan jing li bu shang shu,南京禮部尚書,,南京官署類,南京六部門,南京禮部
nan jing li bu si wu,南京禮部司務,,南京官署類,南京六部門,南京禮部
nan jing li bu xing ren si fu shi,南京禮部行人司副使,,南京官署類,南京六部門,南京禮部
nan jing li bu you shi lang,南京禮部右侍郎,,南京官署類,南京六部門,南京禮部
nan jing li bu zhu yin ju fu shi,南京禮部鑄印局副使,,南京官署類,南京六部門,南京禮部
nan jing bing bu da sheng guan da shi,南京兵部大勝關大使,,南京官署類,南京六部門,南京兵部
nan jing bing bu dian mu suo ti ling,南京兵部典牧所提領 ,,南京官署類,南京六部門,南京兵部
nan jing bing bu hui tong guan da shi,南京兵部會同館大使,,南京官署類,南京六部門,南京兵部
nan jing bing bu qing li si lang zhong,南京兵部清吏司郎中,,南京官署類,南京六部門,南京兵部
nan jing bing bu qing li si yuan wai lang,南京兵部清吏司员外郎,,南京官署類,南京六部門,南京兵部
nan jing bing bu qing li si zhu shi,南京兵部清吏司主事,,南京官署類,南京六部門,南京兵部
nan jing bing bu shang shu can zan ji wu,南京兵部尚書參贊機務,,南京官署類,南京六部門,南京兵部
nan jing bing bu si wu,南京兵部司務,,南京官署類,南京六部門,南京兵部
nan jing bing bu you shi lang,南京兵部右侍郎,,南京官署類,南京六部門,南京兵部
nan jing xing bu jiang xi si zhu shi,南京刑部江西司主事,,南京官署類,南京六部門,南京刑部
nan jing xing bu qing li si lang zhong,南京刑部清吏司郎中,,南京官署類,南京六部門,南京刑部
nan jing xing bu qing li si yuan wai lang,南京刑部清吏司员外郎,,南京官署類,南京六部門,南京刑部
nan jing xing bu qing li si zhu shi,南京刑部清吏司主事,,南京官署類,南京六部門,南京刑部
nan jing xing bu shang shu,南京刑部尚書,,南京官署類,南京六部門,南京刑部
nan jing xing bu si wu,南京刑部司務,,南京官署類,南京六部門,南京刑部
nan jing xing bu you shi lang,南京刑部右侍郎,,南京官署類,南京六部門,南京刑部
nan jing xing bu zhao mo suo zhao mo,南京刑部照磨所照磨,,南京官署類,南京六部門,南京刑部
nanj ing xing bu si yu si si yu,南京刑部司獄司司獄,,南京官署類,南京六部門,南京刑部
nan jing gong bu bao yuan ju da shi,南京工部寶源局大使,,南京官署類,南京六部門,南京工部
nan jing gong bu jun qi ju da shi,南京工部軍器局大使,,南京官署類,南京六部門,南京工部
nan jing gong bu long jiang chou fen zhu mu ju da shi,南京工部龍江抽分竹木局大使,,南京官署類,南京六部門,南京工部
nan jing gong bu long jiang ti ju si ti ju,南京工部龍江提舉司提舉 ,,南京官署類,南京六部門,南京工部
nan jing gong bu qing jiang ti ju si ti ju,南京工部清江提舉司提舉,,南京官署類,南京六部門,南京工部
nan jing gong bu qing li si lang zhong,南京工部清吏司郎中,,南京官署類,南京六部門,南京工部
nan jing gong bu qing li si yuan wai lang,南京工部清吏司员外郎,,南京官署類,南京六部門,南京工部
nan jing gong bu qing li si zhu shi,南京工部清吏司主事,,南京官署類,南京六部門,南京工部
nan jing gong bu shang shu,南京工部尚書,,南京官署類,南京六部門,南京工部
nan jing gong bu si wu,南京工部司務,,南京官署類,南京六部門,南京工部
nan jing gong bu wa xie ba chou fen zhu mu ju da shi,南京工部瓦屑壩抽分竹木局大使,,南京官署類,南京六部門,南京工部
nan jing gong bu wen si yuan da shi,南京工部文司院大使,,南京官署類,南京六部門,南京工部
nan jing gong bu ying shan suo suo cheng,南京工部營繕所所丞,,南京官署類,南京六部門,南京工部
nan jing gong bu ying shan suo suo fu,南京工部營繕所所副,,南京官署類,南京六部門,南京工部
nan jing gong bu ying shan suo suo zheng,南京工部營繕所所正,,南京官署類,南京六部門,南京工部
nan jing gong bu you shi lang,南京工部右侍郎,,南京官署類,南京六部門,南京工部
nan jing gong bu zhi ran suo da shi,南京工部織染所大使,,南京官署類,南京六部門,南京工部
shu nan jing gong bu ying shan si yuan wai lang,南京工部營繕司員外郎,,南京官署類,南京六部門,南京工部
nan jing li ke gi shi zhong,南京吏科給事中,,南京官署類,南京六科門,南京吏科
shu nan jing hu ke ji shi zhong,南京戶科給事中,Supervising Secretary  in the Office of Scrutiny for Revenue,南京官署類,南京六科門,南京戶科
nan jing li ke gi shi zhong,南京禮科給事中,,南京官署類,南京六科門,南京禮科
nan jing bing ke gi shi zhong,南京兵科給事中,,南京官署類,南京六科門,南京兵科
nan jing xing ke gi shi zhong,南京刑科給事中,,南京官署類,南京六科門,南京刑科
nan jing gong ke gi shi zhong,南京工科給事中,,南京官署類,南京六科門,南京工科
nan jing zong ren fu jing li si jing li,南京宗人府經歷司經歷,,南京官署類,南京皇族門,南京宗人府
nan jing zhan shi fu zhu bu,南京詹事府主簿,,南京官署類,南京皇族門,南京詹事府
nan jing tong zheng shi si jing li si jing li,南京通政使司經歷司經歷,,南京官署類,南京秘書門,南京通政使司
nan jing tong zheng shi si tong zheng shi,南京通政使司通政使,,南京官署類,南京秘書門,南京通政使司
nan jing tong zheng shi si you can yi,南京通政使司右參議,,南京官署類,南京秘書門,南京通政使司
nan jing tong zheng shi si you tong zheng,南京通政使司右通政,,南京官署類,南京秘書門,南京通政使司
nan jing shang bao si qing,南京尚寶司卿 ,,南京官署類,南京秘書門,南京尚寶司
nan jing xing ren si zuo si fu,南京行人司左司副 ,,南京官署類,南京秘書門,南京行人司
han lin yuan ti du si yi guan,南京翰林院提督四夷館,Director of Foreigners at the Hanlin Academy,南京官署類,南京秘書門,南京翰林院
nan jing han lin yuan kong mu,南京翰林院孔目,,南京官署類,南京秘書門,南京翰林院
nan yuan shi jiang xue shi,南院侍講學士,Academician Expositor-in-waiting of the Southern Establishment,南京官署類,南京秘書門,南京翰林院
zhang nan jing han lin yuan shi,南京翰林院學士,Chancellor of the Hanlin Academy in Nanjing,南京官署類,南京秘書門,南京翰林院
du cha yuan you du yu shi zhang yuan shi,都察院右都御史掌院事,Right Censor-in-chief of the Censorate,南京官署類,南京司法監察門,南京都察院
